"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD"
"H0","AGO"," Total","Angola","OAS","Other Asia, nes",2013,"Gross Imp.",1,19513.452
"H0","AGO"," Total","Angola","OMN","Oman",2013,"Gross Imp.",1,20948.741
"H0","AGO"," Total","Angola","PAK","Pakistan",2013,"Gross Imp.",1,32006.105
"H0","AGO"," Total","Angola","PAN","Panama",2013,"Gross Exp.",2,714853.969
"H0","AGO"," Total","Angola","PAN","Panama",2013,"Gross Imp.",1,4991.762
"H0","AGO"," Total","Angola","PCN","Pitcairn",2013,"Gross Imp.",1,37.926
"H0","AGO"," Total","Angola","PER","Peru",2013,"Gross Exp.",2,202231.077
"H0","AGO"," Total","Angola","PER","Peru",2013,"Gross Imp.",1,1067.386
"H0","AGO"," Total","Angola","PHL","Philippines",2013,"Gross Imp.",1,1649.03
"H0","AGO"," Total","Angola","PNG","Papua New Guinea",2013,"Gross Imp.",1,25.342
"H0","AGO"," Total","Angola","POL","Poland",2013,"Gross Imp.",1,19362.54
"H0","AGO"," Total","Angola","PRK","Korea, Dem. Rep.",2013,"Gross Imp.",1,1865.344
"H0","AGO"," Total","Angola","PRT","Portugal",2013,"Gross Exp.",2,2987167.493
"H0","AGO"," Total","Angola","PRT","Portugal",2013,"Gross Imp.",1,4339196.45
"H0","AGO"," Total","Angola","PRY","Paraguay",2013,"Gross Imp.",1,20556.965
"H0","AGO"," Total","Angola","PYF","French Polynesia",2013,"Gross Imp.",1,29.566
"H0","AGO"," Total","Angola","QAT","Qatar",2013,"Gross Imp.",1,3119.031
"H0","AGO"," Total","Angola","ROM","Romania",2013,"Gross Imp.",1,12951.346
"H0","AGO"," Total","Angola","RUS","Russian Federation",2013,"Gross Exp.",2,65.798
"H0","AGO"," Total","Angola","RUS","Russian Federation",2013,"Gross Imp.",1,28282.933
"H0","AGO"," Total","Angola","SAU","Saudi Arabia",2013,"Gross Imp.",1,16940.207
"H0","AGO"," Total","Angola","SEN","Senegal",2013,"Gross Imp.",1,2473.312
"H0","AGO"," Total","Angola","SER","Serbia, FR(Serbia/Montenegro)",2013,"Gross Imp.",1,1883.584
"H0","AGO"," Total","Angola","SGP","Singapore",2013,"Gross Exp.",2,423789.277
